year,month,day,country,state,city,hour,minute,operator,flight,actype,registration,cn_ln,ground,summary,route,totalAboard,passengerAboard,crewAboard,totalFatality,passengerFatality,crewFatality
1980,1,21,Iran,?,Tehran,19,10,Iran Air,291,Boeing B-727-86,EP-IRD,19817/537,0,"The aircraft crashed into a mountain during a landing attempt in fog and snow. Inoperative ground radar, inoperative ILS. The aircraft was named ""Shiraz.""","Babol Sar,Tehran",128,120,8,128,120,8
1980,1,23,Indonesia,?,?,0,0,Pelita Air Service,?,CASA 212 Aviocar 100,PK-PCX,45/3N,0,"Hit high ground at 2,700 ft. in poor weather while on approach.","Bandung,Jakarta",13,10,3,13,10,3
1980,1,24,Myanmar,?,Mandalay,6,20,Military - Union of Burma Air Force,?,Fairchild FH-227H,5003,545,0,Crashed into a building while attempting an emergency landing following the loss of one engine.,"Mandalay,Rangoon",44,0,0,43,0,0
1980,2,3,Cuba,?,Baracoa,0,0,Cubana de Aviacon,?,Yakovlev YAK-40,CU-T1219,9840959,0,Crashed while attemping to land.,"Moa,Baracoa",37,33,4,1,1,0
1980,2,21,United States of America,Louisiana,Leeville,8,50,Rotor Airs Inc - Air Taxi,?,Sikorsky S-62A,N442Y,62033,0,"The helicopter experienced uncontrollable overspeeding, became airborne, lost power and crashed.","Leeville, LA,Grand Isle, LA",7,6,1,6,6,0
1980,2,21,Australia,NSW,Sydney,19,9,Advance Airlines,?,Beechcraft Super King Air 200,VH-AAV,BB-0245,0,Crashed into a sea wall just 2 feet short of the runway while attemping an emergency landing.,"Sydney,Tomora",13,12,1,13,12,1
1980,2,22,India,Uttar Pradesh,Agra,0,0,Military - Indian Air Force,?,Fairchild C-119G,?,?,1,A bicyclist riding on the runway led the pilot to initiate a premature liftoff resulting in a stall. The plane was carrying paratroopers.,,47,0,0,46,0,0
1980,2,27,Philippines,?,Manila,6,0,China Airlines (Taiwan),?,Boeing B-707-309C,B-1826,20262/830,0,The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.,"Taipei,Manila",135,124,11,2,2,0
1980,3,14,Poland,?,Warsaw,11,0,LOT Polish Airlines,7,Ilyushin IL-62,SP-LAA,11004,0,"While attempting to land at Warsaw, the crew initiated an overshoot procedure after there were indications that the landing gear was not down. When thrust was applied, the No. 2 engine disintegrated, damaging two other engines and severing the rudder and elevator control lines. The plane crashed one-half mile from the runway threshold. Metal fatigue in the No. 2 engine turbine disc. The dead included 22 members of the U.S. boxing team and Polish singer Anna Jantar. The aircraft was named Mikolaj Kopernik.","New York City,Warsaw",87,77,10,87,77,10
1980,3,14,Turkey,?,Yenice,15,0,Military - U.S. Air Force,?,Lockheed C-130H,74-2064,4659,0,Crashed into hilly terrain after the left wing exploded. Cause unknown. The plane was returning to Incirlik Air Base.,,18,12,6,18,12,6
1980,3,21,United States of America,Texas,Houston,19,49,Eagle Commuter,?,Piper PA-28-180,N55932,28-7305503,0,"The right engine failed while taking off. The plane plunged to the ground, struck a helicopter, a small plane, four parked cars, and slammed into a hanger and burst into flames. The engine failed for undetermined reasons.  Improper emergency procedures. The pilot did not properly configure aircraft and  land immediately.","Houston,Brownwood",10,8,2,7,5,2
1980,3,21,Brazil,?,Macae,0,0,VOTEC,?,Sikorsky S-76,PT-HKB,760008,0,Crashed into the sea. Fatigue fracture of the main rotor.,,14,0,0,14,0,0
1980,4,12,Brazil,Santa Catarina,Florianopolis,20,40,Transbrasil,303,Boeing B-727-27C,PT-TYS,19111/297,0,The plane crashed into a hill while landing during a thunderstorm. The pilot misjudged his speed and distance and failed to initiate a go-around. Improper flight supervision and control of the engines.,"Sao Paulo,Florianopolis",58,50,8,55,47,8
1980,4,14,Russia,?,Krasnoyarsk,20,5,Aeroflot,151,Antonov An-24B,CCCP-47732,69900905,0,The plane crashed when attempting an emergency landing after the starboard main gear broke on take-off.,"Krasnoyarsk,Yeniseisk",53,49,4,2,2,0
1980,4,24,Iran,?,Posht-i-Badam,0,0,Military - U.S. Air Force,?,Lockheed EC-130E Hercules,62-1809,3770,0,Hit by  a U.S. Marine Corps RH-53D Sea Stallion helicopter during a hostage rescue operation while on the ground.,,7,0,7,5,0,5
1980,4,25,Spain,Canary Islands,Tenerife,13,21,Dan Air Services,1008,Boeing B-727-64,G-BDAN,19279/288,0,"The plane crashed into a mountain 5,500 ft. high at 300 mph during an approach to Tenerife. The pilot, while in a holding pattern, took the aircraft in an area of high ground not maintaining the correct altitude. Lack of communication between the pilot and co-pilot.","Manchester,Tenerife",146,138,8,146,138,8
1980,4,27,Thailand,?,Don Muang,6,55,Thai Airways,231,Hawker Siddeley HS-748-2,HS-THB,1568,0,"The aircraft entered a thunderstorm, was caught in a downdraft and struck the ground 8 nm northeast of Bangkok International Airport. The pilot directed the aircraft into a thunderstorm in an early dissipating stage.  The aircraft was severely affected by a downdraft and lost altitude rapidly. At that time, the altitude of the aircraft was 1,500 ft. and the pilot could not maintain altitude. Procedural error by the pilot. Was not tuned to weather warning, did not use his weather radar and flew into an area of severe weather.","Khon Kaen,Bangkok",53,49,4,44,40,4
1980,6,2,Bolivia,?,Yachiba,0,0,Lloyd Aereo Boliviano,?,Fairchild F-27J,CP-1117,118,0,Crashed in the Tapecua mountains.,"Cochabamba,Yacuiba",13,10,3,13,10,3
1980,6,8,Angola,?,Matala,15,32,Lineas Aereas de Angola,?,Yakovlev YAK-40,D2-TYC,9721753,0,Accidentally shot down by anti-aircraft fire.,"Jamba,Lubango",29,25,4,29,25,4
1980,6,12,Russia,?,Dushanbe,13,44,Aeroflot,?,Yakovlev YAK-40,CCCP-87689,9910403,0,Deviated from their course to avoid a thunderstorm and crashed into a cloud covered mountain.,"Leningrad,Dushanbe",29,25,4,29,25,4
1980,6,12,United States of America,Nebraska,Valley,15,46,Air Wisconsin,965,Swearingen 226TC Metro II,N6505,TC-228,0,After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.,"Appleton, WI,Minneapolis, MN,,Lincoln, NE",15,13,2,13,11,2
1980,6,27,Italy,?,Ustica,20,59,Itavia,870,McDonnell Douglas DC-9-15,I-TIGI,45724/22,0,"Two Libyan MiG aircraft concealed themselves from radar detection by flying closely to the DC-9. When this was discovered, an attempt was made by either French or US aircraft to intercept the MiGs. It was believed that a shot fired at the MiGs accidentally struck Itavia Flight 870. The aircraft exploded and crashed off the island of Ustica. A report released in 1994 stated new evidence pointed to an explosive device aboard the aircraft causing the crash.","Bologna,Palermo",81,77,4,81,77,4
1980,7,8,Kazakhstan,?,Alma-Ata,0,39,Aeroflot,4225,Tupolev TU-154B,CCCP-85355,355,0,"The aircraft crashed and burned in a field, two minutes after takeoff reaching a height of only 500 ft. Windshear.","Alma Ata,Simferopol",166,156,10,166,156,10
1980,8,1,Mexico,?,Cerro Lilio,0,0,Aeronaves del Peru,?,Douglas DC-8-43F,OB-R-1143,45598/57,0,The cargo plane crashed into a mountain in poor visibility.,"Lima, Peu,Mexico City, Mexico",7,0,7,3,0,3
1980,8,6,United States of America,Louisiana,Houma,17,40,Air Logistics,?,Bell 205A-1 helicopter,N95AL,30203,0,"Crashed after continued VFR flight into adverse weather conditions. No windshield wipers, unreliable attitude indicator and inoperative turn needle.","Oil Platform SS,224,Houma LA",13,12,1,13,12,1
1980,8,7,Mauritania,?,Nouadhibou,3,0,Tarom,?,Tupolev TU-154B-1,YR-TPH,277,0,"The aircraft touched down in water 1,000 ft. short of the runway.","Bucurest,Nouadhibou",168,152,16,1,1,0
1980,8,19,Saudi Arabia,?,Riyadh,19,8,Saudi Arabian Airlines,163,Lockheed 1011-200 TriStar,HZ-AHK,1169,0,"The flight experienced a fire in the aft cargo compartment  6 minutes after taking off from Rilyadh. The plane returned to the airport and landed but because of a delay in evacuating the plane, all aboard were killed by smoke and fire. Half a minute before landing the captain decided not to order an emergency evacuation.  When he landed, he did not stop immediately but instead proceeded to make a normal landing delaying the fire equipment from putting out the fire. It took a full twenty-three minutes after touchdown before the doors were opened. The failure of the captain to prepare the cabin crew for immediate evacuation upon landing and his failure in not making a maximum stop landing on the runway, with immediate evacuation.","Riyadh,Jeddah",301,287,14,301,287,14
1980,8,26,Indonesia,?,Jakarta,6,29,Bouraq Indonesia Airlines,?,Vickers Viscount 812,PK-IVS,353,0,"A section of the tail separated in flight and the aircraft crashed into a swamp. Broken spigot fitting, which is part of  the elevator torque tube assembly. The part was not repaced as required.","Banjarmasin,Sjamsudin Noor,Jakarta",37,31,6,37,31,6
1980,9,5,France,?,Montelimar,0,0,Military - Kuwait Air Force,?,Lockheed L-100-20 Hercules,KAF317,4350,0,Crashed after being struck by lightning,,8,0,8,8,0,8
1980,9,10,Colombia,?,Puerto Olaya,0,0,Aeronorte Colombia,?,Douglas C-47,HK-329,4404,0,While en route a wing separated from the cargo plane which led to loss of control.  The wing attachment bolts failed in turbulence.,"Barranquilla,Bogota",3,0,3,3,0,3
1980,9,12,Bahamas,?,Freeport,20,58,Florida Commuter Airlines,?,Douglas DC-3,N75KW,4861,0,"The aircraft crashed into the Atlantic Ocean about 3.5 nm SW of West End Settlement in low ceiling and thunderstorm activity. The cause was unable to be determined. Contributing factors include flight into thunderstorm activity, a malfunctioning pitot tube and improper supervision by airline management.","West Palm Beach,Freeport Grand Bahama Islands",34,30,4,34,30,4
1980,9,15,Saudi Arabia,?,Medina,5,0,Military - Royal Saudi Air Force,RSAF453,Lockheed C-130E,453,4128,0,Crashed into the desert after taking off. Report of an in-flight fire.,,89,81,8,89,81,8
1980,11,12,Egypt,?,Cairo,23,53,Military - U.S. Air Force,?,Lockheed C-141A,67-0030,6281,0,Descended at an excessive sink rate at a banked angle until it crashed to the ground as it prepared to land at Cairo Airport.,"Ramstein AB,Cairo",13,7,6,13,7,6
1980,11,19,South Korea,?,Seoul,7,25,Korean Airlines,?,Boeing B-747-2B5B,HL-7445,21773/366,0,Undershot runway and crashed while landing in fog. Crew error.,"Los Angeles,Anchorage,S梨_ul",226,212,14,15,9,6
1980,11,24,Colombia,?,Medellin,0,0,F.R. de la Direccion General de Ados,?,Douglas C-47A-35-DL,HK-1221G,9703,0,"The aircraft crashed into a mountain at 9,500 ft. while descending to land. Continued VFR flight in deteriorating weather at low altitude in a mountainous area.","Bogota,Medellin",20,3,17,20,3,17
1980,11,28,United States of America,Texas,Pecos City,21,35,Central Air Services,?,Douglas DC-7B,N816D,45085/714,0,The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command  failed to obtain/maintain flying speed. Improper emergency procedures,,2,0,2,2,0,2
1980,12,5,Tanzania,?,Dar es Salaam,0,0,Tanzania Aviation,?,Piper PA-42 Cheyenne,5H-TAL,31-7652016,0,The aircraft broke-up in flight in bad weather.,"Dodoma,Dar es Salaam",10,9,1,10,9,1
1980,12,21,Colombia,?,Rio Hacha,14,23,Transportes Aereos del Caribe,?,Aerospatiale Caravelle 6R,HK-1810,165,0,A fire and explosion took place 5 minutes after taking off. The explosion was possibly caused by a bomb placed in the rear section of the aircraft.,"Rio Hacha,Medellin",70,63,7,70,63,7
1980,12,23,Qatar,?,?,23,12,Saudi Arabian Airlines,?,Lockheed L-1011-200,HZ-AHJ,1161,0,Two passengers were sucked out of the plane after a tire exploded in the wheel well causing damage to the fuselage.,"Dhahran,Karachi",291,271,20,2,2,0
1981,1,14,Germany,?,Ramstein AFB,9,20,Military - U.S. Air Force,?,Lockheed C-130E Hercules,69-6581,4357,0,"Stalled, crashed shortly after taking off.","Ramstein AFB,Oslo, Norway",11,2,7,11,2,7
1981,1,20,United States of America,Washington,Spokane,11,27,Cascade Airways,201,Beechcraft 99A,N390CA,U-101,0,"During an instrument approach, the aircraft descended below 3,500 ft. and impacted rising terrain became airborne, went over a hilltop and came to rest 1,380 ft. further on. A fire started in the area of the right engine and spread throughout the fuselage. A premature descent to minimum descent altitude based on the flightcrew's use of an incorrect distance measuring equipment frequency and the flightcrew's subsequent failure to remain at or above MDA.","Moses Lake,Spokane",9,7,2,7,5,2
1981,2,7,Russia,?,Leningrad,18,0,Military - Soviet Navy,?,Tupolev TU-104A,CCCP-42332,7660402,0,Crashed shortly after taking off approximately 10 miles north of Leningrad.,"Leningrad,Vladivostok",52,46,6,52,46,6
1981,2,11,United States of America,New York,White Plains,18,40,Private - Corporate,?,Lockheed 1339,N520S,?,0,"Crashed in rain, fog, windshear.  Pilot distracted as a result of a major electrical system failure. Undetected deviation from flightpath.","White Plains, NY,Toronto, Canada,White Plains, NY",8,6,2,8,6,2
1981,2,22,United States of America,California,Avalon,11,20,Helicopter - Air Taxi,?,Sikorsky S-62A,N324Y,62012,0,The main rotor disk failed from a fatigue fracture while attempting to land.,"San Pedro, CA,Avalon, CA",8,7,1,2,2,0
1981,2,24,Brazil,Par찼,Belem,0,0,VOTEC,?,Embraer 110P Bandeirante,PT-GLB,110-144,0,Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.,"Tucurui,Belem",14,12,2,11,9,2
1981,2,26,Philippines,?,?,5,25,Military - U.S. Air Force,?,Lockheed MC-130E-Y,64-0564,4074,0,"The military transport crashed into Subic Bay, 15 miles west-northwest of Cubi Point Naval Air Station where it had taken off an hour earlier and where it was on approach to land. Witnesses saw the aircraft flying at a low altitude just before crashing into the sea and exploding in flames.",,24,15,9,23,15,8
1981,3,10,Comoros,?,Moroni,5,0,Military - French Naval Aviation,?,Dassault-Breguet Atlantique,29,29,0,"As the plane was taking off, one of the engines failed and after climbing to 500 ft., the aircraft plunged to earth and exploded in flames.","Moroni,Saint,Denis de la R梨_nion",18,14,4,18,14,4
1981,3,15,United States of America,Alaska,Shemya AFB,2,45,Military - U.S. Air Force,?,Boeing RC-135S,61-2664,18340,0,Hit the ground short of the runway in snow and fog.,"Eielson AFB,Shemya AFB",24,0,0,6,0,0
1981,3,26,Poland,?,Redzikowo,0,0,LOT Polish Airlines,?,Antonov AN-24B,SP-LTU,7306007,0,Separation of a propeller blade caused a forced landing resulting the the plane crashing and burining.,"Varsovie,Slupsk",52,47,5,1,1,0
1981,4,6,Bolivia,?,Laguna Soliz,0,0,Urcupina,?,Douglas C-47A,CP-1470,19395,0,The cargo plane flew into the ground while trying to avoid bad weather.,,7,4,3,7,4,3
1981,4,7,United States of America,Ohio,Cincinnati,11,36,Freedom International,?,Learjet 23,N400PG,23-068,0,"While climbing through 3,800 ft., a Loon collided with the cargo plane penetrating the windshield. The copilot was killed and the captain sustained serious injuries. Debris from the windshield were ingested by the No.2 engine which had to be shut down. The pilot returned to the airport for a successful emergency landing.","Cincinnati,Detroit",2,0,2,1,0,1
